category	group	pg_key	per_chat	type	widget	save_fn	api_route	storage	runtime_consumer	read_fn	status
limits	limits_video_summary	limits.video_summary_min_chars	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
models	models_video_summary	models.video_timeout_seconds	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
limits	limits_transcribe	limits.video_transcribe_max_duration_seconds	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_transcribe	limits.video_transcribe_max_size_mb	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_transcribe	limits.voice_max_duration_seconds	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_war	reactions.war_channel_ids	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_war	reactions.war_channel_usernames	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_war	reactions.war_replies	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_web	limits.webpage_cooldown_seconds	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_module_web	flags.webpage_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_web	limits.webpage_max_symbols	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_worker	limits.worker_budget_jitter_minutes	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_worker	limits.worker_budget_tz	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_worker	limits.worker_daily_llm_calls_global	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_worker	limits.worker_daily_llm_calls_per_chat	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_worker	limits.worker_daily_llm_tokens_global	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_worker	limits.worker_daily_llm_tokens_per_chat	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_worker	limits.worker_priority_order	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_media_permsoc	limits.work_cooldown	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
keys	keys_youtube	keys.youtube_cookies_file	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
limits	limits_youtube	limits.youtube_cooldown_seconds	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_youtube	limits.youtube_max_symbols	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_youtube_proxy	limits.youtube_transcript_proxy_domain	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_youtube_proxy	limits.youtube_transcript_proxy_locations	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
keys	keys_youtube	keys.youtube_transcript_proxy_password	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
limits	limits_youtube_proxy	limits.youtube_transcript_proxy_port	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_youtube_proxy	limits.youtube_transcript_proxy_retries	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
keys	keys_youtube	keys.youtube_transcript_proxy_url	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
keys	keys_youtube	keys.youtube_transcript_proxy_username	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
flags	flags_module_media_download	flags.ytdlp_for_youtube	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
content	content_info	content.info_how_it_works	true	json		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	info_service/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
content	content_info	content.intelligence_guide	true	json		POST /api/info/guide	/api/info/guide (dedicated, F6)	bot_settings[content.intelligence_guide]	info_service.get_guide/hot.get	get_guide|hot.get	OK
content	content_info	content.no_key_reply	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	info_service/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
models	models_extra_providers	models.groq_base_url	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.groq_transcribe_model	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.openrouter_base_url	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.openrouter_transcribe_model	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
prompts	prompts_checkup	prompts.checkup_system_prompt	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
prompts	prompts_memory	prompts.compress_system_prompt	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
prompts	prompts_direct_chat	prompts.direct_chat_system_prompt	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
prompts	prompts_memory	prompts.extract_system_prompt	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
prompts	prompts_factcheck	prompts.factcheck_system_prompt	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
prompts	prompts_search	prompts.search_system_prompt	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
prompts	prompts_summary	prompts.summary_system_prompt	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
prompts	prompts_web	prompts.webpage_system_prompt	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
prompts	prompts_youtube	prompts.youtube_system_prompt	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
prompts	prompts_youtube	prompts.youtube_video_system_prompt	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
